author_id,author_display_name,first_retraction_year,first_category,first_position,n_retractions,n_categories,works_count,cited_by_count,first_pub_year,last_pub_year,career_span,last_country,last_institution,country,source_id,rw_journal,rw_publisher
A5000258623,Yu‐Pei Liao,2021.0,HONEST_ERROR,middle,1,1,98.0,7726.0,2002.0,2026.0,24.0,US,California NanoSystems Institute,US,S145476921,ACS Nano,American Chemical Society (ACS)
A5000260833,Michael A. Palladino,2016.0,AUTHOR_MISCONDUCT,middle,1,1,304.0,22454.0,1976.0,2023.0,47.0,,,US,S38008053,The Journal of Immunology : Official Journal of the American Association of Immunologists,American Association of Immunologists
A5000263175,Wenhuan Huang,2022.0,AUTHOR_MISCONDUCT,middle,1,1,200.0,5731.0,2009.0,2026.0,17.0,CN,Shanghai Chengtou (China),CN,S202381698,PLoS One,PLoS
A5000265753,Xie Jing-ying,2017.0,EDITORIAL_COMPROMISE,middle,1,1,5.0,30.0,2005.0,2016.0,11.0,,,CN,S12644804,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer
A5000269720,Amr A. Kasem,2022.0,AUTHOR_MISCONDUCT,middle,1,1,26.0,89.0,2012.0,2025.0,13.0,EG,Ain Shams University,EG,S197988427,BMC Anesthesiology,Springer - Biomed Central (BMC)
A5000269904,Ralph‐Axel Müller,2019.0,UNCONFIRMED_CONCERNS,last,1,1,255.0,8337.0,1959.0,2026.0,67.0,US,San Diego State University,US,S147897268,Neural Computing and Applications,Springer
A5000273364,Hildur Æsa Oddsdóttir,2017.0,HONEST_ERROR,middle,1,1,14.0,102.0,2011.0,2019.0,8.0,,,SE,S182099265,Journal of Biotechnology,Elsevier
A5000273778,Bo Han,2022.0,EDITORIAL_COMPROMISE,last,1,1,26.0,319.0,2005.0,2026.0,21.0,HK,Hong Kong Baptist University,,S192894947,Mobile Networks and Applications,Springer
A5000276108,Safdar Bashir,2022.0,EDITORIAL_COMPROMISE,middle,1,1,104.0,2808.0,2013.0,2026.0,13.0,US,University of Idaho,PK,S202381698,PLoS One,PLoS
A5000278738,Pradyuman Kumar,2015.0,AUTHOR_MISCONDUCT,last,1,1,154.0,4351.0,1979.0,2026.0,47.0,IN,Sant Longowal Institute of Engineering and Technology,IN,S2764637833,Cogent Food & Agriculture,Taylor and Francis
A5000281040,Mesut Düzgün,2015.0,AUTHOR_MISCONDUCT,middle,1,1,19.0,153.0,2005.0,2025.0,20.0,TR,Gazi Hastanesi,TR,S2736340094,Friction,Springer
A5000282849,Ghasem Ghalamfarsa,2022.0,AUTHOR_MISCONDUCT,middle,1,1,80.0,3686.0,2012.0,2025.0,13.0,IR,Yasuj University of Medical Sciences,IR,S103865650,Pharmaceutical Research,Springer
A5000283040,Hiroyuki Saimoto,2018.0,AUTHOR_MISCONDUCT,middle,1,1,276.0,9528.0,1978.0,2022.0,44.0,JP,Tottori University,JP,S86392829,Journal of Functional Biomaterials,MDPI
A5000286766,José María Landete,2015.0,AUTHOR_MISCONDUCT,first,1,1,121.0,7396.0,2000.0,2025.0,25.0,ES,Consejo Superior de Investigaciones Científicas,ES,S70620193,Critical Reviews in Food Science and Nutrition,Taylor and Francis
A5000286768,Jinfei Chen,2020.0,UNCONFIRMED_CONCERNS,last,1,1,219.0,5060.0,1994.0,2026.0,32.0,CN,Wenzhou Medical University,CN,S124713461,Bioscience Reports,Portland Press
A5000288190,Mohamed Sayed Abdelhafez,2021.0,AUTHOR_MISCONDUCT,middle,1,1,53.0,684.0,1991.0,2025.0,34.0,EG,Mansoura University,EG,S568598,Archives of Gynecology and Obstetrics,Springer
A5000288539,Yiqi Yu,2021.0,AUTHOR_MISCONDUCT,last,1,1,9.0,56.0,2016.0,2025.0,9.0,CN,Yangzhou University,CN,S38407038,Arabian Journal of Geosciences,Springer
A5000290258,Yasmi Reyes‐Ortega,2018.0,AUTHOR_MISCONDUCT,first,1,1,88.0,309.0,1998.0,2026.0,28.0,MX,Benemérita Universidad Autónoma de Puebla,MX,,Proceedings of The 1st International Electronic Conference on Crystals,MDPI
A5000292141,Zhi Wang,2020.0,AUTHOR_MISCONDUCT,last,1,1,111.0,1010.0,1993.0,2026.0,33.0,CN,Central South University,CN,S180401253,Pharmacological Reports,Springer
A5000293039,Hasi Wulan,2022.0,AUTHOR_MISCONDUCT,middle,1,1,6.0,48.0,2014.0,2025.0,11.0,CN,Chinese PLA General Hospital,CN,S202381698,PLoS One,PLoS
A5000295129,Chenghong Peng,2021.0,AUTHOR_MISCONDUCT,last,2,1,359.0,8369.0,2001.0,2025.0,24.0,CN,Shanghai Jiao Tong University,CN,S53807158,Journal of Cellular Biochemistry,Wiley
A5000295857,Madoka Kouzu‐Fujita,2015.0,AUTHOR_MISCONDUCT,middle,1,1,8.0,102.0,2005.0,2014.0,9.0,JP,Japan Science and Technology Agency,JP,S140251998,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
A5000302734,Dong Liang,2018.0,AUTHOR_MISCONDUCT,middle,1,1,288.0,8960.0,1990.0,2026.0,36.0,CN,Science and Technology Department of Sichuan Province,CN,S126644158,Oncotarget,Impact Journals
A5000307221,A.Zh. Kainarbay,2020.0,EDITORIAL_COMPROMISE,middle,1,1,39.0,129.0,2013.0,2025.0,12.0,KZ,L. N. Gumilyov Eurasian National University,KZ,S113542562,Nuclear Instruments and Methods in Physics Research Section B,Elsevier
A5000309086,Antonio Rosales,2019.0,AUTHOR_MISCONDUCT,middle,1,1,187.0,2773.0,1987.0,2025.0,38.0,ES,Universitat Autònoma de Barcelona,NO,S2764537351,Journal of Vascular Surgery: Venous and Lymphatic Disorders,Elsevier
A5000312879,Myounggon Kang,2021.0,HONEST_ERROR,middle,1,1,220.0,3244.0,2002.0,2026.0,24.0,KR,University of Seoul,KR,S4210202905,Electronics,MDPI
A5000313440,Chuance Cheng,2021.0,HONEST_ERROR,last,1,1,9.0,180.0,1982.0,2021.0,39.0,CN,Henan Agricultural University,CN,S2755174949,Annals of Translational Medicine,AME Publishing Company
A5000314950,Jian Zhang,2018.0,HONEST_ERROR,last,2,1,176.0,2257.0,1993.0,2026.0,33.0,CN,Ministry of Ecology and Environment,US,S172573765,JAMA: Journal of the American Medical Association,American Medical Association
A5000315185,Rong Hu,2022.0,AUTHOR_MISCONDUCT,first,1,1,132.0,1893.0,2005.0,2025.0,20.0,CN,Beijing Technology and Business University,CN,S4210187594,Journal of Physics: Conference Series,IOP Publishing
A5000318042,A C Ramachandra,2022.0,AUTHOR_MISCONDUCT,middle,1,1,148.0,660.0,2005.0,2026.0,21.0,IN,Ministry of Electronics and Information Technology,,S2501379583,Journal of Electrical Systems and Information Technology,Springer - Nature Publishing Group
A5000321889,Jin Kwon Jeong,2015.0,HONEST_ERROR,middle,1,1,62.0,1553.0,1996.0,2025.0,29.0,US,George Washington University,US,S5555990,The Journal of Neuroscience : The Official Journal of the Society for Neuroscience,Society for Neuroscience
A5000322092,Khalid Hussain,2022.0,EDITORIAL_COMPROMISE,middle,1,1,1135.0,19210.0,1946.0,2026.0,80.0,PK,University of Sindh,PK,S110206669,Multimedia Tools and Applications,Springer - Nature Publishing Group
A5000322485,Chuan Xiong,2020.0,HONEST_ERROR,middle,1,1,44.0,1538.0,2014.0,2026.0,12.0,CN,Dalian Medical University,CN,S2764892991,Mitochondrial DNA Part B,Taylor and Francis
A5000324077,Jing Ni,2022.0,AUTHOR_MISCONDUCT,middle,5,1,98.0,2279.0,1985.0,2025.0,40.0,US,Harvard University,CN,S58832373,Oncology Letters,Spandidos
A5000325848,Zhenming Hu,2022.0,HONEST_ERROR,last,1,1,141.0,3702.0,1981.0,2025.0,44.0,CN,Chongqing University,CN,S43643205,Journal of Cellular Physiology,Wiley
A5000325894,Anna Dickinson,2015.0,EDITORIAL_COMPROMISE,first,1,1,78.0,2238.0,1909.0,2026.0,117.0,US,Eastern Virginia Medical School,,S4306419507,Molecular Biology Reports,Springer
A5000327671,Xuefeng Cao,2020.0,UNCONFIRMED_CONCERNS,middle,1,1,124.0,2120.0,2001.0,2025.0,24.0,CN,Qinghai University,CN,S2764965054,Translational Cancer Research,AME Publishing Company
A5000330574,Anna Förster,2019.0,HONEST_ERROR,last,1,1,178.0,2490.0,2000.0,2025.0,25.0,DE,University of Bremen,DE,S106296714,"International Conference on Ad-Hoc Networks and Wireless (ADHOC-NOW 2019: Ad-Hoc, Mobile, and Wireless Networks)",Springer - Nature Publishing Group
A5000331489,Matthew Hotopf,2019.0,HONEST_ERROR,last,1,1,1024.0,55050.0,1992.0,2026.0,34.0,GB,King's College London,GB,S2764831659,BJPsych Open,Cambridge University Press
A5000331794,Yue Qi,2021.0,UNCONFIRMED_CONCERNS,first,1,1,136.0,1459.0,1994.0,2026.0,32.0,CN,Beijing Institute of Technology,CN,S179157397,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023)
A5000336315,Bhima Shankar,2022.0,EDITORIAL_COMPROMISE,middle,1,1,9.0,115.0,2007.0,2022.0,15.0,IN,SASTRA University,IN,S48031226,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
A5000340215,Yuxiang Ye,2022.0,AUTHOR_MISCONDUCT,middle,1,1,68.0,2167.0,2006.0,2026.0,20.0,CN,National Medical Products Administration,CN,S192067876,Molecular Cancer Research (MCR),American Association for Cancer Research
A5000340926,Bo Cheng,2022.0,AUTHOR_MISCONDUCT,middle,1,1,25.0,133.0,2007.0,2026.0,19.0,CN,Northwestern Polytechnical University,CN,S96783963,Journal of Sensors,Hindawi
A5000348385,Raymond McBride,2022.0,HONEST_ERROR,middle,1,1,11.0,1100.0,1965.0,2024.0,59.0,,,US,S137773608,Nature,Springer - Nature Publishing Group
A5000349318,Xiaoyang Ren,2017.0,AUTHOR_MISCONDUCT,middle,1,1,99.0,2270.0,2003.0,2026.0,23.0,US,The University of Texas MD Anderson Cancer Center,US,S202381698,PLoS One,PLoS
A5000350716,Saniye VATANDAŞ,2021.0,HONEST_ERROR,first,1,1,21.0,84.0,2017.0,2023.0,6.0,TR,Tekirdağ Namık Kemal University,TR,S4210221774,Ağrı İbrahim Çeçen Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,Ağrı İbrahim Çeçen University
A5000352025,Ahmet Karadağ,2021.0,AUTHOR_MISCONDUCT,first,1,1,288.0,3163.0,1995.0,2026.0,31.0,TR,Bursa Uludağ Üni̇versi̇tesi̇,TR,S196734849,Scientific Reports,Springer - Nature Publishing Group
A5000355426,Valentina Emilia Bălaş,2019.0,EDITORIAL_COMPROMISE,last,2,2,569.0,6887.0,1966.0,2025.0,59.0,CA,University of Alberta,RO,S102399824,Quality & Quantity,Springer
A5000359695,Chong Feng,2021.0,UNCONFIRMED_CONCERNS,middle,1,1,49.0,350.0,1994.0,2025.0,31.0,CN,Beijing Institute of Technology,CN,S203155535,International Journal of Psychiatry in Clinical Practice,Taylor and Francis
A5000362845,Steven Don,2019.0,ETHICS_VIOLATION,middle,1,1,61.0,985.0,1989.0,2023.0,34.0,US,Mallinckrodt (United States),,S44033376,Pediatric Radiology,Springer
A5000363660,Heshu Sulaiman Rahman,2022.0,AUTHOR_MISCONDUCT,middle,2,1,165.0,6113.0,2012.0,2026.0,14.0,IQ,University of Sulaimani,IQ,S101287785,International Journal of Nanomedicine,Taylor and Francis - Dove Press
A5000364056,Yuanli Cai,2015.0,AUTHOR_MISCONDUCT,last,1,1,225.0,1816.0,1992.0,2026.0,34.0,CN,Xi'an Jiaotong University,CN,S32573412,Simulation,SAGE Publications
A5000364726,P. Kaladevi,2021.0,EDITORIAL_COMPROMISE,first,1,1,19.0,125.0,2014.0,2026.0,12.0,IN,Swami Vivekanand College of Pharmacy,,S123849098,Behaviour & Information Technology,Taylor and Francis
A5000369163,Ping Zhao,2020.0,AUTHOR_MISCONDUCT,middle,1,1,257.0,4061.0,1994.0,2026.0,32.0,CN,Tiangong University,CN,S180401253,Pharmacological Reports,Springer
A5000377714,Siavash Nasiri,2016.0,AUTHOR_MISCONDUCT,first,1,1,3.0,32.0,2009.0,2016.0,7.0,IR,Alzahra Medical and Education Center,IR,S50823678,Rheumatology International,Springer
A5000384047,Hongzhuan Yin,2016.0,UNCONFIRMED_CONCERNS,middle,1,1,41.0,1156.0,2004.0,2024.0,20.0,CN,China Medical University,CN,S130661733,Journal of Pharmaceutical Sciences,Elsevier
A5000384588,K Bhargavi,2022.0,AUTHOR_MISCONDUCT,middle,1,1,46.0,158.0,2010.0,2025.0,15.0,IN,Acharya N. G. Ranga Agricultural University,,S4210187594,Journal of Physics: Conference Series,IOP Publishing
A5000388470,Dalibor Pacík,2022.0,AUTHOR_MISCONDUCT,middle,1,1,373.0,1385.0,1986.0,2023.0,37.0,CZ,University Hospital Brno,CZ,S202381698,PLoS One,PLoS
A5000388529,Barry P. Sleckman,2017.0,HONEST_ERROR,middle,1,1,172.0,12967.0,1981.0,2026.0,45.0,US,University of Alabama at Birmingham,US,S81455967,Molecular and Cellular Biology,American Society for Microbiology
A5000392422,Ming Jiang,2021.0,AUTHOR_MISCONDUCT,first,1,1,104.0,1595.0,1982.0,2025.0,43.0,CN,Yantai University,CN,S38407038,Arabian Journal of Geosciences,Springer
A5000392524,和人 土屋,2021.0,HONEST_ERROR,first,1,1,252.0,0.0,1997.0,2021.0,24.0,,,,S4306551702,Bioscience Reports,Portland Press
A5000395076,Jizhong Cheng,2021.0,AUTHOR_MISCONDUCT,middle,1,1,90.0,4071.0,1996.0,2026.0,30.0,US,Baylor College of Medicine,US,S10652568,Circulation Research,American Heart Association
A5000398995,Ming Zhong,2022.0,AUTHOR_MISCONDUCT,last,1,1,175.0,3179.0,1998.0,2026.0,28.0,CN,Guangdong Medical College,CN,S124713461,Bioscience Reports,Portland Press
A5000400271,Liuyang Yu,2022.0,HONEST_ERROR,first,2,1,5.0,69.0,2018.0,2025.0,7.0,CN,First People’s Hospital of Jingmen,CN,S2764554612,Cancer Management and Research,Taylor and Francis - Dove Press
A5000402990,Xiaofei Zhi,2022.0,AUTHOR_MISCONDUCT,middle,1,1,84.0,2216.0,2013.0,2026.0,13.0,US,Columbia University Irving Medical Center,CN,S2764969478,Molecular Therapy - Nucleic Acids,Elsevier - Cell Press
A5000404546,Alexandre Simonin,2015.0,HONEST_ERROR,first,1,1,50.0,382.0,2012.0,2026.0,14.0,CH,Hôpital de Sion,CH,S38337076,Clinical Neurophysiology,Elsevier
A5000405522,Kazuo Tsubota,2021.0,EDITORIAL_COMPROMISE,last,1,1,2057.0,68263.0,1984.0,2026.0,42.0,JP,Keio University,JP,S47727624,International Ophthalmology,Springer
A5000405667,Xiaowen Feng,2019.0,AUTHOR_MISCONDUCT,middle,1,1,141.0,5279.0,1993.0,2025.0,32.0,US,Harvard University,CN,S202381698,PLoS One,PLoS
A5000406061,Jing Mi,2022.0,EDITORIAL_COMPROMISE,middle,1,1,76.0,398.0,1993.0,2026.0,33.0,CN,Chongqing Medical University,CN,S110206669,Multimedia Tools and Applications,Springer - Nature Publishing Group
A5000408872,Ying-gang Chen,2017.0,AUTHOR_MISCONDUCT,middle,1,1,11.0,64.0,2011.0,2017.0,6.0,CN,Harbin Medical University,CN,S81455967,Molecular and Cellular Biology,American Society for Microbiology
A5000409448,Jamal Nasir,2022.0,EDITORIAL_COMPROMISE,middle,1,1,139.0,7002.0,1986.0,2026.0,40.0,US,Epic Systems (United States),PK,S202381698,PLoS One,PLoS
A5000411067,Katherine Y. Zhang,2021.0,HONEST_ERROR,middle,1,1,3.0,16.0,2018.0,2022.0,4.0,US,University of Washington,US,S81041188,Surface Science Spectra,AIP Publishing
A5000417487,Ryan Evanoff,2020.0,AUTHOR_MISCONDUCT,middle,2,1,25.0,1463.0,1978.0,2020.0,42.0,US,Washington State University,US,S96615428,Journal of Virology,American Society for Microbiology
A5000417634,Hui Yan,2022.0,HONEST_ERROR,middle,1,1,129.0,2258.0,2001.0,2026.0,25.0,CN,Sichuan Agricultural University,CN,S96638545,Brain Research,Elsevier
A5000419989,Ziheng Wu,2022.0,HONEST_ERROR,middle,1,1,156.0,2119.0,2009.0,2025.0,16.0,CN,Anhui Agricultural University,CN,S86011449,Cell Cycle,Taylor and Francis
A5000426592,Rugen Wang,2021.0,AUTHOR_MISCONDUCT,last,1,1,31.0,453.0,2003.0,2025.0,22.0,CN,Zhejiang University of Technology,CN,S183582160,International Journal of Electrical Engineering & Education,SAGE Publications
A5000430397,Filomena Annunziata,2022.0,AUTHOR_MISCONDUCT,middle,1,1,3.0,62.0,2008.0,2011.0,3.0,,,,S2764366890,Case Reports in Transplantation,Hindawi
A5000431511,Fabio Cardone,2015.0,UNCLASSIFIED,first,1,1,152.0,1145.0,1984.0,2025.0,41.0,IT,Institute of Nanostructured Materials,IT,S178915156,Meccanica,Springer
A5000436607,Joung Han Yim,2021.0,AUTHOR_MISCONDUCT,middle,1,1,198.0,3410.0,2003.0,2026.0,23.0,KR,Korea Polar Research Institute,KR,S158377717,International Immunopharmacology,Elsevier
A5000442225,Nam‐Jung Kim,2018.0,HONEST_ERROR,middle,1,1,172.0,4641.0,1998.0,2026.0,28.0,KR,Kyung Hee University,US,S111155417,Journal of the American Chemical Society,American Chemical Society (ACS)
A5000442405,Korbinian Strimmer,2015.0,AUTHOR_MISCONDUCT,last,1,1,77.0,30141.0,1996.0,2026.0,30.0,,,DE,S64097828,BMC Evolutionary Biology,BioMed Central (BMC)
A5000443826,Seng Chong,2021.0,AUTHOR_MISCONDUCT,middle,1,1,9.0,281.0,2003.0,2023.0,20.0,GB,De Montfort University,GB,S77056576,The International Journal of Advanced Manufacturing Technology,Springer
A5000443930,Zhi Yang,2019.0,AUTHOR_MISCONDUCT,middle,1,1,1299.0,11941.0,1900.0,2025.0,125.0,CN,Sinopec (China),CN,S142630227,Petroleum Exploration and Development,Elsevier
A5000445739,Elena Padín-Iruegas,2018.0,AUTHOR_MISCONDUCT,middle,2,1,54.0,2171.0,2005.0,2026.0,21.0,ES,Universidade de Vigo,US,S10652568,Circulation Research,American Heart Association
A5000446498,Mathieu Pioche,2018.0,AUTHOR_MISCONDUCT,middle,1,1,618.0,6484.0,2009.0,2026.0,17.0,FR,Hospices Civils de Lyon,FR,S28527816,Gastrointestinal Endoscopy,Elsevier
A5000446896,Dong An,2019.0,EDITORIAL_COMPROMISE,middle,1,1,239.0,4390.0,1995.0,2026.0,31.0,CN,Peking University,CN,S104261359,Aquaculture,Elsevier
A5000448488,Eugénie Kayitesi,2021.0,UNCONFIRMED_CONCERNS,middle,1,1,103.0,3001.0,2010.0,2026.0,16.0,,,ZA,S188241495,Journal of Food Processing and Preservation,Wiley
A5000448546,Shufeng Wang,2017.0,AUTHOR_MISCONDUCT,first,1,1,292.0,8741.0,1997.0,2026.0,29.0,US,King University,CN,S36793815,New Journal of Chemistry,Royal Society of Chemistry (RSC)
A5000451670,Diane Vinokur‐Kaplan,2018.0,HONEST_ERROR,first,1,1,34.0,1064.0,1977.0,2018.0,41.0,US,University of Michigan–Ann Arbor,US,S4210205114,Nonprofit Policy Forum,De Gruyter
A5000452342,Konrad Urbanek,2018.0,AUTHOR_MISCONDUCT,middle,6,1,207.0,19528.0,1951.0,2026.0,75.0,IT,San Salvatore Hospital,US,S10652568,Circulation Research,American Heart Association
A5000457630,Shunli Shen,2021.0,HONEST_ERROR,middle,1,1,188.0,2295.0,2007.0,2026.0,19.0,CN,Sun Yat-sen University,CN,S53807158,Journal of Cellular Biochemistry,Wiley
A5000467762,Yifu Shen,2017.0,AUTHOR_MISCONDUCT,last,1,1,274.0,8312.0,1976.0,2025.0,49.0,CN,Nanjing University of Aeronautics and Astronautics,CN,S68701239,"Proceedings of the Institution of Mechanical Engineers, Part B",SAGE Publications
A5000469379,Guillermo Pardo Zamora,2018.0,AUTHOR_MISCONDUCT,middle,2,1,30.0,464.0,1994.0,2025.0,31.0,,,ES,S122069063,Clinical Oral Implants Research,Wiley
A5000471597,Zuoyan Wang,2020.0,AUTHOR_MISCONDUCT,first,1,1,37.0,316.0,2004.0,2026.0,22.0,CN,Capital Medical University,CN,S159534381,Naunyn-Schmiedeberg's Archives of Pharmacology,Springer
A5000471912,Jiří Pěchoušek,2019.0,HONEST_ERROR,middle,1,1,128.0,1581.0,2004.0,2026.0,22.0,CZ,Palacký University Olomouc,CZ,S111155417,Journal of the American Chemical Society,American Chemical Society (ACS)
A5000474640,Jinzhang Jia,2022.0,HONEST_ERROR,first,1,1,19.0,80.0,2009.0,2026.0,17.0,CN,Liaoning Technical University,CN,S2737327489,Energy Science & Engineering,Wiley
A5000475648,Lijs Beke,2017.0,AUTHOR_MISCONDUCT,middle,1,1,27.0,553.0,2005.0,2026.0,21.0,BE,IPCOS (Belgium),BE,S140251998,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
A5000476200,Patrizia Dentelli,2018.0,AUTHOR_MISCONDUCT,middle,2,1,69.0,2447.0,1994.0,2025.0,31.0,IT,University of Turin,IT,S104375418,Diabetologia,Springer
A5000479509,Jingly F. Weier,2015.0,AUTHOR_MISCONDUCT,middle,1,1,51.0,1028.0,2004.0,2024.0,20.0,US,"University of California, San Francisco",US,S136634221,Developmental Biology,Elsevier
A5000480458,Pascal Richet,2021.0,UNCONFIRMED_CONCERNS,first,1,1,294.0,12587.0,1977.0,2025.0,48.0,FR,Institut de physique du globe de Paris,,S64277006,History of Geo- and Space Sciences,Copernicus
A5000489490,Chengyi Song,2020.0,HONEST_ERROR,last,1,1,134.0,1360.0,2003.0,2025.0,22.0,CN,Ministry of Agriculture and Rural Affairs,CN,S54036783,Canadian Journal of Animal Science,Canadian Science Publishing
A5000495125,Ning Zhang,2022.0,AUTHOR_MISCONDUCT,middle,1,1,24.0,249.0,2001.0,2025.0,24.0,CN,Anhui Jianzhu University,CN,S2479884170,Journal of Materials Chemistry B,Royal Society of Chemistry (RSC)
A5000495712,Issam Makhoul,2019.0,ETHICS_VIOLATION,middle,1,1,159.0,2071.0,1995.0,2026.0,31.0,,,US,S202381698,PLoS One,PLoS
A5000497008,Jianwu Gao,2021.0,AUTHOR_MISCONDUCT,middle,1,1,19.0,176.0,2005.0,2025.0,20.0,CN,Capital Normal University,CN,S2764554612,Cancer Management and Research,Taylor and Francis - Dove Press
A5000500230,Fernando Campos Gomes Pinto,2016.0,AUTHOR_MISCONDUCT,middle,1,1,213.0,2531.0,1954.0,2026.0,72.0,,,BR,S146364893,Frontiers in Human Neuroscience,Frontiers
A5000501079,Shengping Yu,2022.0,EDITORIAL_COMPROMISE,last,1,1,54.0,343.0,2004.0,2025.0,21.0,CN,Chinese Academy of Sciences,CN,S4210185304,Arabian Journal for Science and Engineering,Springer
A5000502532,Ruth Lira,2019.0,UNCONFIRMED_CONCERNS,middle,1,1,9.0,206.0,2012.0,2023.0,11.0,US,Stanford University,US,S114430552,The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation
A5000506368,Arash Mohebati,2022.0,AUTHOR_MISCONDUCT,first,1,1,21.0,705.0,2004.0,2022.0,18.0,US,Cancer Clinic,US,S68240649,Cancer Prevention Research,American Association for Cancer Research
A5000506666,Jiali Yang,2018.0,HONEST_ERROR,middle,1,1,162.0,3594.0,1993.0,2026.0,33.0,CN,Gansu Agricultural University,CN,S106234763,Cancer Letters,Elsevier
A5000507404,Chunyu Xu,2019.0,HONEST_ERROR,middle,1,1,60.0,4479.0,2000.0,2026.0,26.0,US,North Carolina Central University,CN,S2500736452,Advanced Healthcare Materials,Wiley
A5000509396,Hali Li,2015.0,EDITORIAL_COMPROMISE,middle,1,1,18.0,500.0,2003.0,2021.0,18.0,CN,Harbin Medical University,CN,S12644804,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer - Nature Publishing Group
A5000510902,Frederick Racke,2017.0,UNCLASSIFIED,middle,1,1,72.0,2367.0,1993.0,2026.0,33.0,US,Quest Diagnostics (United States),US,S202381698,PLoS One,PLoS
A5000512905,Jun Yang,2022.0,AUTHOR_MISCONDUCT,middle,1,1,375.0,13399.0,1981.0,2026.0,45.0,US,"University of California, Davis",CN,S194842327,Endocrine,Springer
A5000513216,Lianhe Cui,2022.0,EDITORIAL_COMPROMISE,first,1,1,12.0,28.0,2010.0,2024.0,14.0,CN,Qiqihar University,CN,S153767265,EURASIP Journal on Image and Video Processing,Springer
A5000515580,Yihu Zheng,2021.0,HONEST_ERROR,middle,1,1,52.0,780.0,1991.0,2026.0,35.0,CN,Wenzhou Medical University,,S4306525036,European Review for Medical and Pharmacological Sciences,Verduci Editore
A5000519338,Long Nie,2022.0,AUTHOR_MISCONDUCT,middle,1,1,10.0,289.0,2015.0,2025.0,10.0,CN,Hubei University of Medicine,CN,S124357017,Oncology Reports,Spandidos
A5000521432,Saeed Ghanbari,2020.0,HONEST_ERROR,first,1,1,54.0,788.0,2006.0,2025.0,19.0,CA,University of Waterloo,CA,S186935893,Energy & Fuels,American Chemical Society (ACS)
A5000523151,Emmanuelle Berret,2019.0,AUTHOR_MISCONDUCT,first,1,1,14.0,254.0,2010.0,2025.0,15.0,CH,European Respiratory Society,CH,S3880285,Science,American Association for the Advancement of Science (AAAS)
A5000526280,Osnat Ben-Zeev,2019.0,AUTHOR_MISCONDUCT,first,4,1,35.0,1658.0,1972.0,2019.0,47.0,,,US,S11400418,Journal of Lipid Research,American Society for Biochemistry and Molecular Biology (ASBMB)
A5000527828,Thimmasettappa Thippeswamy,2019.0,AUTHOR_MISCONDUCT,middle,1,1,93.0,2283.0,1996.0,2026.0,30.0,US,Iowa State University,US,S114430552,The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation
A5000537493,Alexander D. McCourt,2018.0,HONEST_ERROR,middle,1,1,68.0,1094.0,2010.0,2026.0,16.0,US,Johns Hopkins University,US,S170967050,American Journal of Epidemiology,Oxford University Press
